Time_Interval,Click Rate,Open Rate,CVR
06:00–07:00,0.011066666666666669,0.7124666666666667,0.0012333333333333335
07:00–08:00,0.00595,0.35765,0.0006000000000000001
08:00–09:00,0.006918181818181818,0.4834727272727273,0.0004363636363636364
09:00–10:00,0.009104761904761905,0.5729095238095239,0.0005047619047619048
10:00–11:00,0.011763157894736842,0.5574315789473685,0.0010947368421052631
11:00–12:00,0.01074285714285714,0.5736785714285714,0.0006142857142857142
12:00–13:00,0.0185,0.6321548387096775,0.001812903225806452
13:00–14:00,0.007475,0.64535,0.00035
14:00–15:00,0.01225,0.6088,0.00074
15:00–16:00,0.009408333333333333,0.6321166666666667,0.0005833333333333333
16:00–17:00,0.01390909090909091,0.5575,0.0004
17:00–18:00,0.01626,0.5866333333333333,0.0006533333333333333
18:00–19:00,0.012508333333333335,0.5744416666666666,0.0005041666666666667
19:00–20:00,0.013099999999999999,0.565,0.00065
20:00–21:00,0.005699999999999999,0.741,0.0003
21:00–22:00,0.0212,0.4727,0.0001
22:00–23:00,0.0658,0.4501,0.0002
